Formación Cívica y Ética,Votar es:,obligación legal,derecho ciudadano,privilegio,imposición,B,medio
Formación Cívica y Ética,Valores democráticos incluyen:,respeto,violencia,discriminación,autoritarismo,A,medio
Formación Cívica y Ética,Responsabilidad implica:,cumplir deberes,ignorar reglas,evadir leyes,desobedecer,A,medio
Formación Cívica y Ética,Participar en comunidad fortalece:,sociedad,caos,autoritarismo,exclusión,A,medio
Formación Cívica y Ética,Participación ciudadana fortalece:,democracia,dictadura,monarquía,imperio,A,medio
Formación Cívica y Ética,Participación ciudadana fortalece:,democracia,autoritarismo,monarquía,imperio,A,medio
Formación Cívica y Ética,Los derechos humanos son:,universales,limitados,opcionales,temporales,A,medio
Formación Cívica y Ética,Los derechos humanos son:,inalienables,opcionales,limitados,privados,A,medio
Formación Cívica y Ética,La tolerancia significa:,respeto,imposición,autoridad,miedo,A,medio
Formación Cívica y Ética,La solidaridad fomenta:,apoyo mutuo,egoísmo,competencia,división,A,medio
Formación Cívica y Ética,La libertad requiere:,responsabilidad,desorden,anarquía,caos,A,medio
Formación Cívica y Ética,La libertad requiere:,responsabilidad,anarquía,egoísmo,autoridad,A,medio
Formación Cívica y Ética,La libertad implica:,responsabilidad,caos,desorden,egoísmo,A,medio
Formación Cívica y Ética,La ley protege:,orden social,caos,violencia,discriminación,A,medio
Formación Cívica y Ética,La ley protege a:,todos,ricos,políticos,extranjeros,A,medio
Formación Cívica y Ética,La justicia busca:,equidad,desigualdad,violencia,exclusión,A,medio
Formación Cívica y Ética,La justicia busca:,equidad,desigualdad,violencia,caos,A,medio
Formación Cívica y Ética,La igualdad prohíbe:,discriminación,respeto,solidaridad,participación,A,medio
Formación Cívica y Ética,La igualdad implica:,mismos derechos,privilegios,autoridad,jerarquía,A,medio
Formación Cívica y Ética,La equidad busca:,igualdad justa,desigualdad,violencia,autoritarismo,A,medio
Formación Cívica y Ética,La democracia permite:,elecciones libres,monarquía,dictadura,imperio,A,facil
Formación Cívica y Ética,La Constitución protege:,ciudadanos,empresas extranjeras,monarcas,dictadores,A,medio
Formación Cívica y Ética,La Constitución es:,ley suprema,reglamento local,manual escolar,código penal,A,medio
Formación Cívica y Ética,INE organiza:,elecciones,educación,salud,justicia,A,medio
Formación Cívica y Ética,Estado de derecho significa:,ley por encima de todos,monarca supremo,autoridad militar,anarquía,A,dificil
Formación Cívica y Ética,El voto es:,secreto,publico obligatorio,impuesto,opcional siempre,A,medio
Formación Cívica y Ética,El respeto promueve:,convivencia,poder,dominio,violencia,A,medio
Formación Cívica y Ética,El respeto fomenta:,convivencia,poder,violencia,autoridad,A,medio
Formación Cívica y Ética,Derechos humanos son:,universales,opcionales,privados,limitados,A,medio
Formación Cívica y Ética,Derecho a educación es:,humano,privado,opcional,condicional,A,facil
Formación Cívica y Ética,Democracia significa:,gobierno del pueblo,monarquía,imperio,dictadura,A,facil
Formación Cívica y Ética,Democracia implica:,participación ciudadana,autoritarismo,monarquía,dictadura,A,medio
